/home/benjamin/Documents/test_rust/gzip_parser/test.pairs.gz.stats.tsv
         3717729 function calls (3631924 primitive calls) in 24.237 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 Dropdown.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Cite.py:6(Cite)
        1    0.000    0.000    0.000    0.000 filters.py:129(ParserTreeFilter)
        1    0.000    0.000    0.000    0.000 H6.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:675(NumberClass)
        1    0.000    0.000    0.000    0.000 typeref.py:136(_TypeIterator)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(NoSuchOption)
        1    0.000    0.000    0.000    0.000 nodes.py:347(Macro)
        1    0.000    0.000    0.000    0.000 typing.py:3040(NotRequired)
        1    0.000    0.000    0.000    0.000 geo.py:272(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 Del.py:1(<module>)
        1    0.000    0.000    0.000    0.000 H2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Template.py:6(Template)
        1    0.000    0.000    0.000    0.000 Frameset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scan.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _covariance.py:463(CovViaPrecision)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:19(SimpleTimer)
        1    0.000    0.000    0.000    0.000 Tr.py:6(Tr)
        1    0.000    0.000    0.000    0.000 Download.py:1(<module>)
        1    0.000    0.000    0.000    0.000 versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5403(invweibull_gen)
        1    0.000    0.000    0.000    0.000 Blockquote.py:6(Blockquote)
        1    0.000    0.000    0.000    0.000 pygments.py:143(PygmentsLexer)
        1    0.000    0.000    0.000    0.000 Div.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:67(BaseLoss)
        1    0.000    0.000    0.000    0.000 executor.py:105(_TestingMemmappingExecutor)
        3    0.000    0.000    0.000    0.000 _add_docstring.py:11(add_newdoc)
        1    0.000    0.000    0.000    0.000 Picture.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Basefont.py:6(Basefont)
        1    0.000    0.000    0.000    0.000 Colgroup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Frame.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bytecode.py:49(_as_opcodes)
        2    0.000    0.000    0.000    0.000 targets.py:268(add_analysis_passes)
        1    0.000    0.000    0.000    0.000 scanner.py:5(_import_c_make_scanner)
        1    0.000    0.000    0.000    0.000 cli.py:293(ScriptInfo)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 function.py:395(OverloadedFunctionValue)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 H4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ConfirmDialogProvider.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 Dfn.py:6(Dfn)
        1    0.000    0.000    0.000    0.000 focus.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pyio.py:1762(seekable)
        1    0.000    0.000    0.000    0.000 Td.py:6(Td)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5802(laplace_asymmetric_gen)
        1    0.000    0.000    0.000    0.000 S.py:6(S)
        1    0.000    0.000    0.000    0.000 constants.py:434(DeviceType)
        1    0.000    0.000    0.000    0.000 Ins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nested_update.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:451(ToolXScale)
        3    0.000    0.000    0.000    0.000 _pyio.py:819(flush)
        1    0.000    0.000    0.000    0.000 Embed.py:1(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:1764(currentframe)
        1    0.000    0.000    0.000    0.000 strdispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Acronym.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:673(_SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 Frame.py:6(Frame)
        1    0.000    0.000    0.000    0.000 formatters.py:148(Bar)
        1    0.000    0.000    0.000    0.000 traitlets.py:3016(ObjectName)
        1    0.000    0.000    0.000    0.000 Hr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 context.py:284(SpawnProcess)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 core.py:6345(mvoid)
       16    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
        1    0.000    0.000    0.000    0.000 Ul.py:6(Ul)
        1    0.000    0.000    0.000    0.000 Iframe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Ins.py:6(Ins)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 Img.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cli.py:770(__init__)
        1    0.000    0.000    0.000    0.000 Th.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(TemplatesNotFound)
        1    0.000    0.000    0.000    0.000 strdispatch.py:11(StrDispatch)
        1    0.000    0.000    0.000    0.000 I.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:258(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 functoolz.py:740(excepts)
        1    0.000    0.000    0.000    0.000 Form.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Pre.py:6(Pre)
        1    0.000    0.000    0.000    0.000 Nobr.py:6(Nobr)
        1    0.000    0.000    0.000    0.000 pygments.py:66(RegexSync)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:71(_DTypeDict)
        1    0.000    0.000    0.000    0.000 Wbr.py:6(Wbr)
        1    0.000    0.000    0.000    0.000 iterable.py:75(Generator)
        1    0.000    0.000    0.000    0.000 Kbd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7654(t_gen)
        1    0.000    0.000    0.000    0.000 debuginfo.py:28(AbstractDIBuilder)
        1    0.000    0.000    0.000    0.000 Dl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Loading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4410(__init__)
        1    0.000    0.000    0.005    0.005 cpu.py:41(__init__)
        1    0.000    0.000    0.000    0.000 formatters.py:764(PNGFormatter)
        1    0.000    0.000    0.000    0.000 Dt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Checklist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffi.py:313(ObjectRef)
        4    0.000    0.000    0.000    0.000 magic.py:194(mark)
        1    0.000    0.000    0.000    0.000 builtins.py:941(Round)
        1    0.000    0.000    0.000    0.000 Legend.py:6(Legend)
        1    0.000    0.000    0.000    0.000 A.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:1801(_shadowed_dict_from_mro_tuple)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:326(EvaluationContext)
        1    0.000    0.000    0.000    0.000 Output.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Xmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Blink.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generators.py:12(GeneratorDescriptor)
        1    0.000    0.000    0.000    0.000 Center.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Script.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Hgroup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 P.py:1(<module>)
        1    0.000    0.000    0.000    0.000 S.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:34(Vectorize)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 Rtc.py:6(Rtc)
       28    0.000    0.000    0.000    0.000 lexer.py:353(__init__)
        1    0.000    0.000    0.000    0.000 Time.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:17(_init)
        1    0.000    0.000    0.000    0.000 Rb.py:6(Rb)
        1    0.000    0.000    0.000    0.000 Legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Span.py:6(Span)
        1    0.000    0.000    0.000    0.000 ops.py:549(UnaryOp)
        1    0.000    0.000    0.000    0.000 categorical.py:14(CatNameSpace)
        1    0.000    0.000    0.000    0.000 _encode.py:321(_NaNCounter)
        1    0.000    0.000    0.000    0.000 U.py:6(U)
       14    0.000    0.000    0.000    0.000 threadpoolctl.py:520(<genexpr>)
        1    0.000    0.000    0.000    0.000 synchronize.py:174(__init__)
        1    0.000    0.000    0.000    0.000 Template.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Summary.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:631(get_path)
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
        1    0.000    0.000    0.000    0.000 Ruby.py:6(Ruby)
        1    0.000    0.000    0.000    0.000 typing.py:441(CastFunction)
        1    0.000    0.000    0.000    0.000 Progress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 various.py:381(_NoDefault)
        1    0.000    0.000    0.000    0.000 builtins.py:233(BinOpFloorDiv)
        1    0.000    0.000    0.000    0.000 channelsabc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:871(PDFFormatter)
        1    0.000    0.000    0.000    0.000 _encoders.py:24(_BaseEncoder)
        1    0.000    0.000    0.000    0.000 bytecode.py:66(ByteCodeInst)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
       13    0.000    0.000    0.000    0.000 core.py:67(_check_multicommand)
        1    0.000    0.000    0.000    0.000 _pslinux.py:830(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:37(BaseBinding)
        1    0.000    0.000    0.000    0.000 base.py:86(DynamicClipboard)
        1    0.000    0.000    0.000    0.000 unix_events.py:1220(MultiLoopChildWatcher)
        5    0.000    0.000    0.000    0.000 core.py:2348(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 uuid.py:280(__str__)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        1    0.000    0.000    0.000    0.000 Samp.py:6(Samp)
        1    0.000    0.000    0.000    0.000 Figure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Ruby.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attrsettr.py:16(AttributeSetter)
        1    0.000    0.000    0.000    0.000 nodes.py:911(Compare)
        1    0.000    0.000    0.000    0.000 Picture.py:6(Picture)
        1    0.000    0.000    0.000    0.000 Thead.py:6(Thead)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:24(Iterator)
        1    0.000    0.000    0.000    0.000 containers.py:182(HorizontalAlign)
        1    0.000    0.000    0.000    0.000 Footer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Rtc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:16(NodeVisitor)
        1    0.000    0.000    0.007    0.007 popen_fork.py:36(wait)
        1    0.000    0.000    0.000    0.000 Ul.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 Hr.py:6(Hr)
        1    0.000    0.000    0.000    0.000 stdlib.py:341(ClassMethodObject)
        1    0.000    0.000    0.000    0.000 Rt.py:6(Rt)
        1    0.000    0.000    0.000    0.000 Var.py:6(Var)
        1    0.000    0.000    0.000    0.000 Hgroup.py:6(Hgroup)
        1    0.000    0.000    0.000    0.000 Small.py:6(Small)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 I.py:6(I)
        1    0.000    0.000    0.000    0.000 Tfoot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _grouping.py:147(SchemaTypeValidationError)
        1    0.000    0.000    0.000    0.000 structures.py:474(OrderedMultiDict)
        1    0.000    0.000    0.000    0.000 server.py:646(SimpleHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 _compat.py:52(_NonClosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6763(maxwell_gen)
        1    0.000    0.000    0.000    0.000 Tooltip.py:6(Tooltip)
        1    0.000    0.000    0.000    0.000 Dd.py:6(Dd)
        1    0.000    0.000    0.000    0.000 Table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:50(NodeTransformer)
        1    0.000    0.000    0.000    0.000 U.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:80(alphanums)
        1    0.000    0.000    0.000    0.000 html.py:695(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 Rp.py:1(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:604(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 parquet.py:296(FastParquetImpl)
        4    0.000    0.000    0.000    0.000 {built-in method posix.isatty}
        1    0.000    0.000    0.000    0.000 nodes.py:696(CondExpr)
        1    0.000    0.000    0.000    0.000 Datalist.py:6(Datalist)
        1    0.000    0.000    0.000    0.000 helpers.py:206(CallDetails)
        1    0.000    0.000    0.000    0.000 Big.py:1(<module>)
        2    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 datatype.py:19(Datatype)
        1    0.000    0.000    0.000    0.000 _interface.py:807(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 util.py:253(NodeMethods)
        1    0.000    0.000    0.000    0.000 Graph.py:1(<module>)
       17    0.000    0.000    0.000    0.000 __init__.py:508(_parse_local_version)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:45(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 Font.py:6(Font)
        1    0.000    0.000    0.000    0.000 debugger.py:166(strip_indentation)
        1    0.000    0.000    0.000    0.000 Figcaption.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:395(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 info.py:593(_DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 ultratb.py:1400(AutoFormattedTB)
        1    0.000    0.000    0.000    0.000 Em.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:1520(TemplateModule)
        3    0.000    0.000    0.000    0.000 _common.py:798(open_binary)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2674(__init__)
        1    0.000    0.000    0.000    0.000 Location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _covariance.py:559(CovViaEigendecomposition)
        1    0.000    0.000    0.000    0.000 Location.py:6(Location)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 Code.py:1(<module>)
